REDAME_file,Heading,Contents,Codes with >= 2 votes
https://github.com/guoyu07/G-Library,# G\ Library,"G\ (spelled G Backslash) is an elegant micro-framework that helps you to quickly build PHP web applications like never before. It applies a very sleek, intuitive and extensible MVC structure for your PHP apps. It does routing, themes, database handling (PDO) and route hooking.

G\ is all about making common core task of any modern PHP application a no brainer and give you all the tools to help you in this. G\ is not about making the actual coding job for you so if you want a framework that creates the database tables for you, handle login, sign-ups, validate forms, etc. G\ is not for you, G\ is for developers who enjoy to code and those developers doesn��t need that intrusive help.",12
https://github.com/guoyu07/G-Library,##Documentation,Documentation can be found at G\ documentation and is a work in progress so don't hesitate to ask if you don't understand something.,6
https://github.com/guoyu07/G-Library,##License,G\ is copyrighted by Rodolfo Berr��os and is released under the MIT License. You can use G\ freely in any project you want no strings attached.,5
https://github.com/guoyu07/G-Library,##Contribute,,7
https://github.com/guoyu07/G-Library,###Help and support,"G\ is a non-profit project backed by Chevereto and Junkstr (both companies of Rodolfo Berr��os) and we gratefully accept any kind of help that you may want to give me like reporting bugs, fix errors, talk about G\ with your friends, etc. G\ is about making PHP better and for that any help is appreciated.",6
https://github.com/guoyu07/G-Library,###Code,If you want to contribute to G\ feel free to use this very same repo.,7
https://github.com/gouldingm/swd-recorder,# SWD Page Recorder," SWD Page Recorder is a .NET application that makes it easy to create new Selenium Webdriver PageObject classes.
You can use it to test webdriver locators (html id, css selectors, xpath etc.) using Selenium Webdriver on various
browsers and using various modes (Internal Driver and Remote Hub connection). ",12
https://github.com/gouldingm/swd-recorder,"#### �?[SWD Starter C#](https://github.com/dzharii/SWD.Starter) -= SWD Page Recorder =- [SWD Starter Java](https://github.com/dzharii/Swd.StarterJ)  �?,6""",,
https://github.com/gouldingm/swd-recorder,#### :anchor: Articles in English:,"  
SWD Page Recorder �?records WebElements and generates PageObject classes (Announcement)
PageObject Generator Utility for Selenium WebDriver
",6
https://github.com/gouldingm/swd-recorder,#### :anchor: Articles in Russian:,"  
Материалы моего доклада (SWD Page Recorder) на #SeleniumCamp 2014 и ещё несколько фактов
SWD Page Recorder: Записывает PageObject-классы для Selenium WebDriver
SWD.Starter: Быстрый старт автоматизации тестирования UI на C# + Selenium WebDriver + PageObjects
",6
https://github.com/gouldingm/swd-recorder,#### :video_camera: Videos,"  
(English)SWD Page Recorder: Working with Frames and JavaScript popups
(Rus) SWD Page Recorder BETA1 �?записывает PageObject'ы на C#, Java, Ruby, Perl, Python!
За пределами PageObject
",6
https://github.com/gouldingm/swd-recorder,## Why SWD Page Recorder?,"  We both know: you awesome application is the best for solving the business problems in your domain. However, the developers may not have time for writing a comprehensive unit and integration testing suites�?On the other hand, the QA Team may not trust the unit tests written by developers. There are so many reasons why the teams across the world choose the User Acceptance / User Interface testing approach. And you will realize that the code produced by such tools as Selenium IDE and Selenium Builder is good in the beginning�? However, the test suites created with Record & Playback tools will require so much maintenance time, so you would put more effort on fixing the tests rather than running them. That is the hidden cost of the Record & Playback approach. At this point, you will discover many teams uses PageObjects in order to reduce the maintenance time and boosts the test case creation. Your will make the test code more stable and clean. The only one thing... You still need to spend a lot of time creating your PageObject classes manually. You should not. Let SWD Page Recorder do this for your. SWD Page Recorder enables you to pick the required elements from the Web application UI and generate the code for the new PageObject class. ",2
https://github.com/gouldingm/swd-recorder,## Contributors,"  
@sergueik
@dzharii
 ",7
https://github.com/cushon/retrolambda,# Retrolambda: Use Lambdas on Java 7,"  Just as there was Retroweaver et al. for running Java 5 code with
generics on Java 1.4, Retrolambda lets you run Java 8 code with lambda
expressions, method references and try-with-resources statements
on Java 7, 6 or 5. It does this by transforming your Java 8 compiled
bytecode so that it can run on an older Java runtime. After the
transformation they are just a bunch of normal .class files, without any
additional runtime dependencies.
Read more details. There is also limited support for backporting
default methods and static methods on interfaces. This feature is
disabled by default. Retrolambda supports backporting to Java 7, Java 6 and Java 5 runtimes. And
for adventurous developers there are other backporting
tools that may let
you go from Java 5 down to Java 1.4. Android developers may use Retrolambda to take advantage of the Java 8
features on Android. Serge Zaitsev has written an article about
it and there is a Gradle
plugin which makes it easy. Retrolambda does not backport the new Java 8 APIs, but there are other
projects that have backported some of them: 
streamsupport backports the java.util.stream API
ThreeTen backports the java.time API
",126
https://github.com/cushon/retrolambda,## User Guide,"  Retrolambda can be run as a Maven plugin,
Gradle plugin or
command line application. Also have a look at
some tips for using Retrolambda effectively.",36
https://github.com/cushon/retrolambda,### Maven Plugin,"  To run Retrolambda using Maven, add the following to your pom.xml: <plugin>
    <groupId>net.orfjackal.retrolambda</groupId>
    <artifactId>retrolambda-maven-plugin</artifactId>
    <version>2.1.0</version>
    <executions>
        <execution>
            <goals>
                <goal>process-main</goal>
                <goal>process-test</goal>
            </goals>
        </execution>
    </executions>
</plugin> See the plugin documentation
for all possible parameters. There is also a usage example in end-to-end-tests/pom.xml",36
https://github.com/cushon/retrolambda,### Gradle Plugin,  Gradle Retrolamba Plugin is developed by Evan Tatarka. See its site for usage instructions.,36
https://github.com/cushon/retrolambda,### Command Line Application,"  Download
the latest retrolambda.jar from Maven Central. Use JDK 8 to compile your source code. Run Retrolambda, using Java 8, on the class files produced by JDK 8. Run
java -jar retrolambda.jar without any additional options to see the
instructions (for your convenience they are also shown below). Your class files should now run on Java 7 or older. Usage: java -Dretrolambda.inputDir=? -Dretrolambda.classpath=? [-javaagent:retrolambda.jar] -jar retrolambda.jar

Retrolambda takes Java 8 classes and backports lambda expressions and
some other language features to work on Java 7, 6 or 5.
Web site: https://github.com/orfjackal/retrolambda

Copyright (c) 2013-2015  Esko Luontola <www.orfjackal.net>
This software is released under the Apache License 2.0.
The license text is at http://www.apache.org/licenses/LICENSE-2.0

Configurable system properties:

  retrolambda.bytecodeVersion
      Major version number for the generated bytecode. For a list, see
      offset 7 at http://en.wikipedia.org/wiki/Java_class_file#General_layout
      Default value is 51 (i.e. Java 7)

  retrolambda.defaultMethods
      Whether to backport default methods and static methods on interfaces.
      LIMITATIONS: All backported interfaces and all classes which implement
      them or call their static methods must be backported together,
      with one execution of Retrolambda.
      Disabled by default. Enable by setting to ""true""

  retrolambda.inputDir (required)
      Input directory from where the original class files are read.

  retrolambda.outputDir
      Output directory into where the generated class files are written.
      Defaults to same as retrolambda.inputDir

  retrolambda.classpath (required)
      Classpath containing the original class files and their dependencies.
      Uses ; or : as the path separator, see java.io.File#pathSeparatorChar

  retrolambda.classpathFile (alternative)
      File listing the classpath entries.
      Alternative to retrolambda.classpath for avoiding the command line
      length limit. The file must list one file per line with UTF-8 encoding.

  retrolambda.includedFiles
      List of files to process, instead of processing all files.
      This is useful for a build tool to support incremental compilation.
      Uses ; or : as the path separator, see java.io.File#pathSeparatorChar

  retrolambda.includedFilesFile (alternative)
      File listing the files to process, instead of processing all files.
      Alternative to retrolambda.includedFiles for avoiding the command line
      length limit. The file must list one file per line with UTF-8 encoding.

If the Java agent is used, then Retrolambda will use it to capture the
lambda classes generated by Java. Otherwise Retrolambda will hook into
Java's internal lambda dumping API, which is more susceptible to suddenly
stopping to work between Java releases.
",3
